datetime,W
2025-12-15 19:03:20,28
2025-12-15 19:03:30,28
2025-12-15 19:03:40,29
2025-12-15 19:03:50,29
2025-12-15 19:04:00,28
2025-12-15 19:04:10,29
2025-12-15 19:04:20,29
2025-12-15 19:04:30,28
2025-12-15 19:04:40,29
2025-12-15 19:04:50,29
2025-12-15 19:05:00,28
2025-12-15 19:05:10,29
2025-12-15 19:05:20,28
2025-12-15 19:05:30,29
2025-12-15 19:05:40,28
2025-12-15 19:05:50,28
2025-12-15 19:06:00,29
2025-12-15 19:06:10,28
2025-12-15 19:06:20,29
2025-12-15 19:06:30,29
2025-12-15 19:06:40,28
2025-12-15 19:06:50,28
2025-12-15 19:07:00,29
2025-12-15 19:07:10,28
2025-12-15 19:07:20,28
2025-12-15 19:07:30,29
2025-12-15 19:07:40,29
2025-12-15 19:07:50,28
2025-12-15 19:08:00,28
2025-12-15 19:08:10,29
2025-12-15 19:08:20,28
2025-12-15 19:08:30,28
2025-12-15 19:08:40,29
2025-12-15 19:08:50,29
2025-12-15 19:09:00,29
2025-12-15 19:09:10,29
2025-12-15 19:09:20,28
2025-12-15 19:09:30,28
2025-12-15 19:09:40,28
2025-12-15 19:09:50,28
2025-12-15 19:10:00,28
2025-12-15 19:10:10,29
2025-12-15 19:10:20,28
2025-12-15 19:10:30,29
2025-12-15 19:10:40,28
2025-12-15 19:10:50,29
2025-12-15 19:11:00,28
2025-12-15 19:11:10,28
2025-12-15 19:11:20,29
2025-12-15 19:11:30,29
2025-12-15 19:11:40,28
2025-12-15 19:11:50,29
2025-12-15 19:12:00,28
2025-12-15 19:12:10,28
2025-12-15 19:12:20,29
2025-12-15 19:12:30,28
2025-12-15 19:12:40,29
2025-12-15 19:12:50,28
2025-12-15 19:13:00,28
2025-12-15 19:13:10,28
2025-12-15 19:13:20,29
2025-12-15 19:13:30,28
2025-12-15 19:13:40,28
2025-12-15 19:13:50,28
2025-12-15 19:14:00,28
2025-12-15 19:14:10,28
2025-12-15 19:14:20,29
2025-12-15 19:14:30,29
2025-12-15 19:14:40,29
2025-12-15 19:14:50,28
2025-12-15 19:15:00,28
2025-12-15 19:15:10,28
2025-12-15 19:15:20,29
2025-12-15 19:15:30,29
2025-12-15 19:15:40,29
2025-12-15 19:15:50,28
2025-12-15 19:16:00,29
2025-12-15 19:16:10,28
2025-12-15 19:16:20,28
2025-12-15 19:16:30,28
2025-12-15 19:16:40,29
2025-12-15 19:16:50,28
2025-12-15 19:17:00,28
2025-12-15 19:17:10,28
2025-12-15 19:17:20,28
2025-12-15 19:17:30,28
2025-12-15 19:17:40,28
2025-12-15 19:17:50,28
2025-12-15 19:18:00,29
2025-12-15 19:18:10,29
2025-12-15 19:18:20,28
2025-12-15 19:18:30,29
2025-12-15 19:18:40,29
2025-12-15 19:18:50,28
2025-12-15 19:19:00,28
2025-12-15 19:19:10,28
2025-12-15 19:19:20,28
2025-12-15 19:19:30,28
2025-12-15 19:19:40,29
2025-12-15 19:19:50,28
2025-12-15 19:20:00,28
2025-12-15 19:20:10,28
2025-12-15 19:20:20,28
2025-12-15 19:20:30,28
2025-12-15 19:20:40,28
2025-12-15 19:20:50,29
2025-12-15 19:21:00,29
2025-12-15 19:21:10,28
2025-12-15 19:21:20,28
2025-12-15 19:21:30,28
2025-12-15 19:21:40,28
2025-12-15 19:21:50,28
2025-12-15 19:22:00,28
2025-12-15 19:22:10,29
2025-12-15 19:22:20,29
2025-12-15 19:22:30,28
2025-12-15 19:22:40,28
2025-12-15 19:22:50,29
2025-12-15 19:23:00,29
2025-12-15 19:23:10,28
2025-12-15 19:23:20,28
2025-12-15 19:23:30,28
2025-12-15 19:23:40,29
2025-12-15 19:23:50,28
2025-12-15 19:24:00,28
2025-12-15 19:24:10,29
2025-12-15 19:24:20,29
2025-12-15 19:24:30,28
2025-12-15 19:24:40,29
2025-12-15 19:24:50,28
2025-12-15 19:25:00,28
2025-12-15 19:25:10,28
2025-12-15 19:25:20,28
2025-12-15 19:25:30,28
2025-12-15 19:25:40,28
2025-12-15 19:25:50,28
2025-12-15 19:26:00,29
2025-12-15 19:26:10,28
2025-12-15 19:26:20,28
2025-12-15 19:26:30,28
2025-12-15 19:26:40,28
2025-12-15 19:26:50,28
2025-12-15 19:27:00,28
2025-12-15 19:27:10,28
2025-12-15 19:27:20,28
2025-12-15 19:27:30,29
2025-12-15 19:27:40,28
2025-12-15 19:27:50,28
2025-12-15 19:28:00,28
2025-12-15 19:28:10,28
2025-12-15 19:28:20,28
2025-12-15 19:28:30,28
2025-12-15 19:28:40,28
2025-12-15 19:28:50,28
2025-12-15 19:29:00,28
2025-12-15 19:29:10,29
2025-12-15 19:29:20,29
2025-12-15 19:29:30,28
2025-12-15 19:29:40,28
2025-12-15 19:29:50,29
2025-12-15 19:30:00,28
2025-12-15 19:30:10,28
2025-12-15 19:30:20,28
2025-12-15 19:30:30,28
2025-12-15 19:30:40,28
2025-12-15 19:30:50,28
2025-12-15 19:31:00,28
2025-12-15 19:31:10,28
2025-12-15 19:31:20,28
2025-12-15 19:31:30,28
2025-12-15 19:31:40,28
2025-12-15 19:31:50,28
2025-12-15 19:32:00,28
2025-12-15 19:32:10,28
2025-12-15 19:32:20,28
2025-12-15 19:32:30,28
2025-12-15 19:32:40,28
2025-12-15 19:32:50,28
2025-12-15 19:33:00,28
2025-12-15 19:33:10,28
2025-12-15 19:33:20,28
2025-12-15 19:33:30,28
2025-12-15 19:33:40,28
2025-12-15 19:33:50,28
2025-12-15 19:34:00,28
2025-12-15 19:34:10,28
2025-12-15 19:34:20,28
2025-12-15 19:34:30,27
2025-12-15 19:34:40,28
2025-12-15 19:34:50,28
2025-12-15 19:35:00,28
2025-12-15 19:35:10,28
2025-12-15 19:35:20,28
2025-12-15 19:35:30,28
2025-12-15 19:35:40,28
2025-12-15 19:35:50,28
2025-12-15 19:36:00,28
2025-12-15 19:36:10,28
2025-12-15 19:36:20,28
2025-12-15 19:36:30,28
2025-12-15 19:36:40,28
2025-12-15 19:36:50,28
2025-12-15 19:37:00,28
2025-12-15 19:37:10,27
2025-12-15 19:37:20,27
2025-12-15 19:37:30,28
2025-12-15 19:37:40,27
2025-12-15 19:37:50,28
2025-12-15 19:38:00,27
2025-12-15 19:38:10,28
2025-12-15 19:38:20,28
2025-12-15 19:38:30,28
2025-12-15 19:38:40,27
2025-12-15 19:38:50,28
2025-12-15 19:39:00,28
2025-12-15 19:39:10,28
2025-12-15 19:39:20,28
2025-12-15 19:39:30,28
2025-12-15 19:39:40,27
2025-12-15 19:39:50,28
2025-12-15 19:40:00,28
2025-12-15 19:40:10,28
2025-12-15 19:40:20,28
2025-12-15 19:40:30,27
2025-12-15 19:40:40,28
2025-12-15 19:40:50,28
2025-12-15 19:41:00,28
2025-12-15 19:41:10,27
2025-12-15 19:41:20,27
2025-12-15 19:41:30,28
2025-12-15 19:41:40,28
2025-12-15 19:41:50,28
2025-12-15 19:42:00,27
2025-12-15 19:42:10,27
2025-12-15 19:42:20,28
2025-12-15 19:42:30,27
2025-12-15 19:42:40,28
2025-12-15 19:42:50,27
2025-12-15 19:43:00,27
2025-12-15 19:43:10,27
2025-12-15 19:43:20,28
2025-12-15 19:43:30,28
2025-12-15 19:43:40,27
2025-12-15 19:43:50,28
2025-12-15 19:44:00,27
2025-12-15 19:44:10,27
2025-12-15 19:44:20,27
2025-12-15 19:44:30,27
2025-12-15 19:44:40,27
2025-12-15 19:44:50,27
2025-12-15 19:45:00,27
2025-12-15 19:45:10,27
2025-12-15 19:45:20,28
2025-12-15 19:45:30,27
2025-12-15 19:45:40,28
2025-12-15 19:45:50,27
2025-12-15 19:46:00,28
2025-12-15 19:46:10,27
2025-12-15 19:46:20,28
2025-12-15 19:46:30,27
2025-12-15 19:46:40,27
2025-12-15 19:46:50,28
2025-12-15 19:47:00,28
2025-12-15 19:47:10,27
2025-12-15 19:47:20,27
2025-12-15 19:47:30,28
2025-12-15 19:47:40,27
2025-12-15 19:47:50,28
2025-12-15 19:48:00,27
2025-12-15 19:48:10,28
2025-12-15 19:48:20,27
2025-12-15 19:48:30,27
2025-12-15 19:48:40,27
2025-12-15 19:48:50,28
2025-12-15 19:49:00,28
2025-12-15 19:49:10,27
2025-12-15 19:49:20,27
2025-12-15 19:49:30,27
2025-12-15 19:49:40,27
2025-12-15 19:49:50,27
2025-12-15 19:50:00,28
2025-12-15 19:50:10,27
2025-12-15 19:50:20,27
2025-12-15 19:50:30,27
2025-12-15 19:50:40,27
2025-12-15 19:50:50,27
2025-12-15 19:51:00,28
2025-12-15 19:51:10,27
2025-12-15 19:51:20,27
2025-12-15 19:51:30,27
2025-12-15 19:51:40,27
2025-12-15 19:51:50,27
2025-12-15 19:52:00,27
2025-12-15 19:52:10,27
2025-12-15 19:52:20,27
2025-12-15 19:52:30,27
2025-12-15 19:52:40,27
2025-12-15 19:52:50,27
2025-12-15 19:53:00,27
2025-12-15 19:53:10,27
2025-12-15 19:53:20,27
2025-12-15 19:53:30,27
2025-12-15 19:53:40,27
2025-12-15 19:53:50,27
2025-12-15 19:54:00,27
2025-12-15 19:54:10,27
2025-12-15 19:54:20,27
2025-12-15 19:54:30,27
2025-12-15 19:54:40,27
2025-12-15 19:54:50,27
2025-12-15 19:55:00,27
2025-12-15 19:55:10,27
2025-12-15 19:55:20,27
2025-12-15 19:55:30,27
2025-12-15 19:55:40,27
2025-12-15 19:55:50,27
2025-12-15 19:56:00,27
2025-12-15 19:56:10,27
2025-12-15 19:56:20,27
2025-12-15 19:56:30,27
2025-12-15 19:56:40,27
2025-12-15 19:56:50,27
2025-12-15 19:57:00,27
2025-12-15 19:57:10,27
2025-12-15 19:57:20,26
2025-12-15 19:57:30,27
2025-12-15 19:57:40,27
2025-12-15 19:57:50,26
2025-12-15 19:58:00,26
2025-12-15 19:58:10,27
2025-12-15 19:58:20,27
2025-12-15 19:58:30,26
2025-12-15 19:58:40,26
2025-12-15 19:58:50,27
2025-12-15 19:59:00,27
2025-12-15 19:59:10,27
2025-12-15 19:59:20,26
2025-12-15 19:59:30,26
2025-12-15 19:59:40,27
2025-12-15 19:59:50,27
2025-12-15 20:00:00,26
2025-12-15 20:00:10,26
2025-12-15 20:00:20,27
2025-12-15 20:00:30,27
2025-12-15 20:00:40,27
2025-12-15 20:00:50,26
2025-12-15 20:01:00,27
2025-12-15 20:01:10,27
2025-12-15 20:01:20,27
2025-12-15 20:01:30,27
2025-12-15 20:01:40,26
2025-12-15 20:01:50,27
2025-12-15 20:02:00,27
2025-12-15 20:02:10,27
2025-12-15 20:02:20,27
2025-12-15 20:02:30,26
2025-12-15 20:02:40,27
2025-12-15 20:02:50,26
2025-12-15 20:03:00,27
2025-12-15 20:03:10,27
2025-12-15 20:03:20,26
2025-12-15 20:03:30,27
2025-12-15 20:03:40,26
2025-12-15 20:03:50,26
2025-12-15 20:04:00,26
2025-12-15 20:04:10,26
2025-12-15 20:04:20,26
2025-12-15 20:04:30,27
2025-12-15 20:04:40,27
2025-12-15 20:04:50,26
2025-12-15 20:05:00,27
2025-12-15 20:05:10,26
2025-12-15 20:05:20,27
2025-12-15 20:05:30,26
2025-12-15 20:05:40,26
2025-12-15 20:05:50,26
2025-12-15 20:06:00,27
2025-12-15 20:06:10,27
2025-12-15 20:06:20,27
2025-12-15 20:06:30,27
2025-12-15 20:06:40,26
2025-12-15 20:06:50,26
2025-12-15 20:07:00,26
2025-12-15 20:07:10,26
2025-12-15 20:07:20,26
2025-12-15 20:07:30,26
2025-12-15 20:07:40,26
2025-12-15 20:07:50,26
2025-12-15 20:08:00,26
2025-12-15 20:08:10,26
2025-12-15 20:08:20,26
2025-12-15 20:08:30,26
2025-12-15 20:08:40,26
2025-12-15 20:08:50,26
2025-12-15 20:09:00,26
2025-12-15 20:09:10,26
2025-12-15 20:09:20,26
2025-12-15 20:09:30,26
2025-12-15 20:09:40,26
2025-12-15 20:09:50,26
2025-12-15 20:10:00,26
2025-12-15 20:10:10,26
2025-12-15 20:10:20,26
2025-12-15 20:10:30,26
2025-12-15 20:10:40,26
2025-12-15 20:10:50,26
2025-12-15 20:11:00,26
2025-12-15 20:11:10,26
2025-12-15 20:11:20,26
2025-12-15 20:11:30,26
2025-12-15 20:11:40,26
2025-12-15 20:11:50,25
2025-12-15 20:12:00,26
2025-12-15 20:12:10,26
2025-12-15 20:12:20,26
2025-12-15 20:12:30,26
2025-12-15 20:12:40,26
2025-12-15 20:12:50,26
2025-12-15 20:13:00,26
2025-12-15 20:13:10,26
2025-12-15 20:13:20,26
2025-12-15 20:13:30,25
2025-12-15 20:13:40,26
2025-12-15 20:13:50,26
2025-12-15 20:14:00,25
2025-12-15 20:14:10,25
2025-12-15 20:14:20,25
2025-12-15 20:14:30,25
2025-12-15 20:14:40,25
2025-12-15 20:14:50,26
2025-12-15 20:15:00,25
2025-12-15 20:15:10,25
2025-12-15 20:15:20,25
2025-12-15 20:15:30,26
2025-12-15 20:15:40,25
2025-12-15 20:15:50,25
2025-12-15 20:16:00,26
2025-12-15 20:16:10,25
2025-12-15 20:16:20,25
2025-12-15 20:16:30,26
2025-12-15 20:16:40,25
2025-12-15 20:16:50,26
2025-12-15 20:17:00,26
2025-12-15 20:17:10,25
2025-12-15 20:17:20,26
2025-12-15 20:17:30,25
2025-12-15 20:17:40,25
2025-12-15 20:17:50,26
2025-12-15 20:18:00,26
2025-12-15 20:18:10,26
2025-12-15 20:18:20,25
2025-12-15 20:18:30,25
2025-12-15 20:18:40,25
2025-12-15 20:18:50,25
2025-12-15 20:19:00,26
2025-12-15 20:19:10,25
2025-12-15 20:19:20,25
2025-12-15 20:19:30,25
2025-12-15 20:19:40,26
2025-12-15 20:19:50,25
2025-12-15 20:20:00,25
2025-12-15 20:20:10,25
2025-12-15 20:20:20,25
2025-12-15 20:20:30,25
2025-12-15 20:20:40,25
2025-12-15 20:20:50,25
2025-12-15 20:21:00,25
2025-12-15 20:21:10,25
2025-12-15 20:21:20,25
2025-12-15 20:21:30,25
2025-12-15 20:21:40,25
2025-12-15 20:21:50,25
2025-12-15 20:22:00,25
2025-12-15 20:22:10,25
2025-12-15 20:22:20,25
2025-12-15 20:22:30,25
2025-12-15 20:22:40,25
2025-12-15 20:22:50,25
2025-12-15 20:23:00,25
2025-12-15 20:23:10,24
2025-12-15 20:23:20,25
2025-12-15 20:23:30,24
2025-12-15 20:23:40,24
2025-12-15 20:23:50,25
2025-12-15 20:24:00,25
2025-12-15 20:24:10,25
2025-12-15 20:24:20,25
2025-12-15 20:24:30,25
2025-12-15 20:24:40,25
2025-12-15 20:24:50,25
2025-12-15 20:25:00,25
2025-12-15 20:25:10,25
2025-12-15 20:25:20,25
2025-12-15 20:25:30,25
2025-12-15 20:25:40,24
2025-12-15 20:25:50,25
2025-12-15 20:26:00,25
2025-12-15 20:26:10,25
2025-12-15 20:26:20,25
2025-12-15 20:26:30,25
2025-12-15 20:26:40,24
2025-12-15 20:26:50,24
2025-12-15 20:27:00,24
2025-12-15 20:27:10,24
2025-12-15 20:27:20,24
2025-12-15 20:27:30,25
2025-12-15 20:27:40,25
2025-12-15 20:27:50,25
2025-12-15 20:28:00,25
2025-12-15 20:28:10,24
2025-12-15 20:28:20,25
2025-12-15 20:28:30,24
2025-12-15 20:28:40,25
2025-12-15 20:28:50,24
2025-12-15 20:29:00,24
2025-12-15 20:29:10,25
2025-12-15 20:29:20,25
2025-12-15 20:29:30,25
2025-12-15 20:29:40,24
2025-12-15 20:29:50,24
2025-12-15 20:30:00,25
2025-12-15 20:30:10,24
2025-12-15 20:30:20,24
2025-12-15 20:30:30,24
2025-12-15 20:30:40,25
2025-12-15 20:30:50,24
2025-12-15 20:31:00,24
2025-12-15 20:31:10,24
2025-12-15 20:31:20,24
2025-12-15 20:31:30,24
2025-12-15 20:31:40,24
2025-12-15 20:31:50,24
2025-12-15 20:32:00,24
2025-12-15 20:32:10,24
2025-12-15 20:32:20,24
2025-12-15 20:32:30,24
2025-12-15 20:32:40,24
2025-12-15 20:32:50,24
2025-12-15 20:33:00,24
2025-12-15 20:33:10,24
2025-12-15 20:33:20,24
2025-12-15 20:33:30,24
2025-12-15 20:33:40,24
2025-12-15 20:33:50,24
2025-12-15 20:34:00,24
2025-12-15 20:34:10,24
2025-12-15 20:34:20,24
2025-12-15 20:34:30,24
2025-12-15 20:34:40,24
2025-12-15 20:34:50,24
2025-12-15 20:35:00,24
2025-12-15 20:35:10,24
2025-12-15 20:35:20,24
2025-12-15 20:35:30,23
2025-12-15 20:35:40,24
2025-12-15 20:35:50,24
2025-12-15 20:36:00,23
2025-12-15 20:36:10,24
2025-12-15 20:36:20,24
2025-12-15 20:36:30,23
2025-12-15 20:36:40,24
2025-12-15 20:36:50,24
2025-12-15 20:37:00,24
2025-12-15 20:37:10,24
2025-12-15 20:37:20,24
2025-12-15 20:37:30,24
2025-12-15 20:37:40,24
2025-12-15 20:37:50,24
2025-12-15 20:38:00,24
2025-12-15 20:38:10,24
2025-12-15 20:38:20,23
2025-12-15 20:38:30,23
2025-12-15 20:38:40,23
2025-12-15 20:38:50,24
2025-12-15 20:39:00,23
2025-12-15 20:39:10,23
2025-12-15 20:39:20,23
2025-12-15 20:39:30,24
2025-12-15 20:39:40,23
2025-12-15 20:39:50,23
2025-12-15 20:40:00,24
2025-12-15 20:40:10,23
2025-12-15 20:40:20,24
2025-12-15 20:40:30,23
2025-12-15 20:40:40,23
2025-12-15 20:40:50,23
2025-12-15 20:41:00,24
2025-12-15 20:41:10,23
2025-12-15 20:41:20,23
2025-12-15 20:41:30,23
2025-12-15 20:41:40,23
2025-12-15 20:41:50,23
2025-12-15 20:42:00,23
2025-12-15 20:42:10,23
2025-12-15 20:42:20,23
2025-12-15 20:42:30,23
2025-12-15 20:42:40,23
2025-12-15 20:42:50,23
2025-12-15 20:43:00,23
2025-12-15 20:43:10,23
2025-12-15 20:43:20,23
2025-12-15 20:43:30,23
2025-12-15 20:43:40,23
2025-12-15 20:43:50,23
2025-12-15 20:44:00,23
2025-12-15 20:44:10,23
2025-12-15 20:44:20,23
2025-12-15 20:44:30,23
2025-12-15 20:44:40,23
2025-12-15 20:44:50,23
2025-12-15 20:45:00,23
2025-12-15 20:45:10,23
2025-12-15 20:45:20,23
2025-12-15 20:45:30,23
2025-12-15 20:45:40,22
2025-12-15 20:45:50,23
2025-12-15 20:46:00,23
2025-12-15 20:46:10,22
2025-12-15 20:46:20,22
2025-12-15 20:46:30,23
2025-12-15 20:46:40,23
2025-12-15 20:46:50,23
2025-12-15 20:47:00,23
2025-12-15 20:47:10,22
2025-12-15 20:47:20,23
2025-12-15 20:47:30,22
2025-12-15 20:47:40,22
2025-12-15 20:47:50,22
2025-12-15 20:48:00,22
2025-12-15 20:48:10,23
2025-12-15 20:48:20,22
2025-12-15 20:48:30,23
2025-12-15 20:48:40,22
2025-12-15 20:48:50,23
2025-12-15 20:49:00,22
2025-12-15 20:49:10,22
2025-12-15 20:49:20,22
2025-12-15 20:49:30,23
2025-12-15 20:49:40,22
2025-12-15 20:49:50,22
2025-12-15 20:50:00,22
2025-12-15 20:50:10,22
2025-12-15 20:50:20,22
2025-12-15 20:50:30,22
2025-12-15 20:50:40,23
2025-12-15 20:50:50,22
2025-12-15 20:51:00,22
2025-12-15 20:51:10,22
2025-12-15 20:51:20,22
2025-12-15 20:51:30,22
2025-12-15 20:51:40,22
2025-12-15 20:51:50,22
2025-12-15 20:52:00,22
2025-12-15 20:52:10,22
2025-12-15 20:52:20,21
2025-12-15 20:52:30,22
2025-12-15 20:52:40,22
2025-12-15 20:52:50,22
2025-12-15 20:53:00,22
2025-12-15 20:53:10,22
2025-12-15 20:53:20,22
2025-12-15 20:53:30,22
2025-12-15 20:53:40,22
2025-12-15 20:53:50,21
2025-12-15 20:54:00,22
2025-12-15 20:54:10,21
2025-12-15 20:54:20,21
2025-12-15 20:54:30,22
2025-12-15 20:54:40,22
2025-12-15 20:54:50,22
2025-12-15 20:55:00,22
2025-12-15 20:55:10,22
2025-12-15 20:55:20,21
2025-12-15 20:55:30,22
2025-12-15 20:55:40,22
2025-12-15 20:55:50,21
2025-12-15 20:56:00,21
2025-12-15 20:56:10,21
2025-12-15 20:56:20,22
2025-12-15 20:56:30,22
2025-12-15 20:56:40,21
2025-12-15 20:56:50,21
2025-12-15 20:57:00,22
2025-12-15 20:57:10,21
2025-12-15 20:57:20,22
2025-12-15 20:57:30,22
2025-12-15 20:57:40,21
2025-12-15 20:57:50,22
2025-12-15 20:58:00,21
2025-12-15 20:58:10,21
2025-12-15 20:58:20,21
2025-12-15 20:58:30,21
2025-12-15 20:58:40,21
2025-12-15 20:58:50,22
2025-12-15 20:59:00,21
2025-12-15 20:59:10,21
2025-12-15 20:59:20,21
2025-12-15 20:59:30,21
2025-12-15 20:59:40,22
2025-12-15 20:59:50,21
2025-12-15 21:00:00,21
2025-12-15 21:00:10,21
2025-12-15 21:00:20,21
2025-12-15 21:00:30,21
2025-12-15 21:00:40,21
2025-12-15 21:00:50,21
2025-12-15 21:01:00,21
2025-12-15 21:01:10,21
2025-12-15 21:01:20,21
2025-12-15 21:01:30,21
2025-12-15 21:01:40,21
2025-12-15 21:01:50,21
2025-12-15 21:02:00,21
2025-12-15 21:02:10,21
2025-12-15 21:02:20,21
2025-12-15 21:02:30,21
2025-12-15 21:02:40,20
2025-12-15 21:02:50,20
2025-12-15 21:03:00,21
2025-12-15 21:03:10,21
2025-12-15 21:03:20,20
2025-12-15 21:03:30,21
2025-12-15 21:03:40,21
2025-12-15 21:03:50,20
2025-12-15 21:04:00,21
2025-12-15 21:04:10,20
2025-12-15 21:04:20,21
2025-12-15 21:04:30,20
2025-12-15 21:04:40,20
2025-12-15 21:04:50,20
2025-12-15 21:05:00,20
2025-12-15 21:05:10,20
2025-12-15 21:05:20,21
2025-12-15 21:05:30,21
2025-12-15 21:05:40,20
2025-12-15 21:05:50,20
2025-12-15 21:06:00,20
2025-12-15 21:06:10,21
2025-12-15 21:06:20,20
2025-12-15 21:06:30,21
2025-12-15 21:06:40,20
2025-12-15 21:06:50,20
2025-12-15 21:07:00,20
2025-12-15 21:07:10,20
2025-12-15 21:07:20,20
2025-12-15 21:07:30,20
2025-12-15 21:07:40,21
2025-12-15 21:07:50,20
2025-12-15 21:08:00,21
2025-12-15 21:08:10,20
2025-12-15 21:08:20,20
2025-12-15 21:08:30,20
2025-12-15 21:08:40,20
2025-12-15 21:08:50,20
2025-12-15 21:09:00,20
2025-12-15 21:09:10,20
2025-12-15 21:09:20,20
2025-12-15 21:09:30,20
2025-12-15 21:09:40,20
2025-12-15 21:09:50,19
2025-12-15 21:10:00,20
2025-12-15 21:10:10,20
2025-12-15 21:10:20,20
2025-12-15 21:10:30,20
2025-12-15 21:10:40,20
2025-12-15 21:10:50,20
2025-12-15 21:11:00,19
2025-12-15 21:11:10,20
2025-12-15 21:11:20,20
2025-12-15 21:11:30,20
2025-12-15 21:11:40,20
2025-12-15 21:11:50,19
2025-12-15 21:12:00,20
2025-12-15 21:12:10,19
2025-12-15 21:12:20,20
2025-12-15 21:12:30,20
2025-12-15 21:12:40,19
2025-12-15 21:12:50,19
2025-12-15 21:13:00,19
2025-12-15 21:13:10,19
2025-12-15 21:13:20,19
2025-12-15 21:13:30,20
2025-12-15 21:13:40,20
2025-12-15 21:13:50,19
2025-12-15 21:14:00,19
2025-12-15 21:14:10,20
2025-12-15 21:14:20,19
2025-12-15 21:14:30,19
2025-12-15 21:14:40,20
2025-12-15 21:14:50,20
2025-12-15 21:15:00,20
2025-12-15 21:15:10,19
2025-12-15 21:15:20,19
2025-12-15 21:15:30,19
2025-12-15 21:15:40,20
2025-12-15 21:15:50,19
2025-12-15 21:16:00,19
2025-12-15 21:16:10,19
2025-12-15 21:16:20,19
2025-12-15 21:16:30,19
2025-12-15 21:16:40,19
2025-12-15 21:16:50,19
2025-12-15 21:17:00,19
2025-12-15 21:17:10,19
2025-12-15 21:17:20,19
2025-12-15 21:17:30,19
2025-12-15 21:17:40,19
2025-12-15 21:17:50,19
2025-12-15 21:18:00,19
2025-12-15 21:18:10,19
2025-12-15 21:18:20,19
2025-12-15 21:18:30,19
2025-12-15 21:18:40,18
2025-12-15 21:18:50,18
2025-12-15 21:19:00,19
2025-12-15 21:19:10,19
2025-12-15 21:19:20,19
2025-12-15 21:19:30,19
2025-12-15 21:19:40,18
2025-12-15 21:19:50,19
2025-12-15 21:20:00,18
2025-12-15 21:20:10,18
2025-12-15 21:20:20,19
2025-12-15 21:20:30,18
2025-12-15 21:20:40,19
2025-12-15 21:20:50,19
2025-12-15 21:21:00,18
2025-12-15 21:21:10,18
2025-12-15 21:21:20,18
2025-12-15 21:21:30,18
2025-12-15 21:21:40,18
2025-12-15 21:21:50,18
2025-12-15 21:22:00,18
2025-12-15 21:22:10,18
2025-12-15 21:22:20,18
2025-12-15 21:22:30,19
2025-12-15 21:22:40,18
2025-12-15 21:22:50,19
2025-12-15 21:23:00,19
2025-12-15 21:23:10,19
2025-12-15 21:23:20,18
2025-12-15 21:23:30,18
2025-12-15 21:23:40,18
2025-12-15 21:23:50,18
2025-12-15 21:24:00,18
2025-12-15 21:24:10,18
2025-12-15 21:24:20,18
2025-12-15 21:24:30,18
2025-12-15 21:24:40,18
2025-12-15 21:24:50,18
2025-12-15 21:25:00,18
2025-12-15 21:25:10,18
2025-12-15 21:25:20,18
2025-12-15 21:25:30,18
2025-12-15 21:25:40,18
2025-12-15 21:25:50,18
2025-12-15 21:26:00,18
2025-12-15 21:26:10,18
2025-12-15 21:26:20,18
2025-12-15 21:26:30,18
2025-12-15 21:26:40,18
2025-12-15 21:26:50,18
2025-12-15 21:27:00,18
2025-12-15 21:27:10,18
2025-12-15 21:27:20,18
2025-12-15 21:27:30,18
2025-12-15 21:27:40,17
2025-12-15 21:27:50,17
2025-12-15 21:28:00,18
2025-12-15 21:28:10,18
2025-12-15 21:28:20,18
2025-12-15 21:28:30,17
2025-12-15 21:28:40,18
2025-12-15 21:28:50,18
2025-12-15 21:29:00,18
2025-12-15 21:29:10,18
2025-12-15 21:29:20,17
2025-12-15 21:29:30,17
2025-12-15 21:29:40,17
2025-12-15 21:29:50,18
2025-12-15 21:30:00,17
2025-12-15 21:30:10,18
2025-12-15 21:30:20,17
2025-12-15 21:30:30,18
2025-12-15 21:30:40,17
2025-12-15 21:30:50,18
2025-12-15 21:31:00,17
2025-12-15 21:31:10,17
2025-12-15 21:31:20,17
2025-12-15 21:31:30,17
2025-12-15 21:31:40,17
2025-12-15 21:31:50,17
2025-12-15 21:32:00,17
2025-12-15 21:32:10,17
2025-12-15 21:32:20,17
2025-12-15 21:32:30,17
2025-12-15 21:32:40,17
2025-12-15 21:32:50,17
2025-12-15 21:33:00,17
2025-12-15 21:33:10,17
2025-12-15 21:33:20,17
2025-12-15 21:33:30,17
2025-12-15 21:33:40,17
2025-12-15 21:33:50,17
2025-12-15 21:34:00,17
2025-12-15 21:34:10,17
2025-12-15 21:34:20,17
2025-12-15 21:34:30,16
2025-12-15 21:34:40,17
2025-12-15 21:34:50,17
2025-12-15 21:35:00,17
2025-12-15 21:35:10,16
2025-12-15 21:35:20,16
2025-12-15 21:35:30,17
2025-12-15 21:35:40,17
2025-12-15 21:35:50,17
2025-12-15 21:36:00,17
2025-12-15 21:36:10,17
2025-12-15 21:36:20,17
2025-12-15 21:36:30,17
2025-12-15 21:36:40,17
2025-12-15 21:36:50,17
2025-12-15 21:37:00,16
2025-12-15 21:37:10,17
2025-12-15 21:37:20,17
2025-12-15 21:37:30,16
2025-12-15 21:37:40,16
2025-12-15 21:37:50,16
2025-12-15 21:38:00,17
2025-12-15 21:38:10,16
2025-12-15 21:38:20,16
2025-12-15 21:38:30,16
